Brand;Material;Variant;Color,hex
Ultimaker;ABS;;Weiß;#FFFFFF
Ultimaker;ABS;;Gold;#D4AF37
Ultimaker;ABS;;Orange;#FB8C00
Ultimaker;ABS;;Rot;#E53935
Ultimaker;ABS;;Silber;
Ultimaker;ABS;;Blau;#1E88E5
Ultimaker;ABS;;Grün;#43A047
Ultimaker;ABS;;Gelb;#FDD835
Ultimaker;ABS;;Grau;#9E9E9E
Ultimaker;PETG;;Schwarz;#000000
Ultimaker;PETG;;Weiß ;#FFFFFF
Ultimaker;PETG;;Orange;#FB8C00
Ultimaker;PETG;;Rot;#E53935
Ultimaker;PETG;;Silber;
Ultimaker;PETG;;Blau;#1E88E5
Ultimaker;PETG;;Grün;#43A047
Ultimaker;PETG;;Gelb ;#FDD835
Ultimaker;PETG;;Transparent;
Ultimaker;PETG;;Grau;#9E9E9E
Ultimaker;PC;;Schwarz ;#000000
Ultimaker;PC;;Weiß;#FFFFFF
Ultimaker;PC;;Transparent;
Ultimaker;PET;CF;Schwarz;#000000
Ultimaker;PET;CF;Blau;#1E88E5
Ultimaker;PET;CF;Grau;#9E9E9E
Ultimaker;TPU;95A Premium;Schwarz;#000000
Ultimaker;TPU;95A Premium;Weiß;#FFFFFF
Ultimaker;TPU;95A Premium;Rot;#E53935
Ultimaker;TPU;95A Premium;Blau;#1E88E5
Ultimaker;CPE;;Schwarz;#000000
Ultimaker;CPE;;Weiß;#FFFFFF
Ultimaker;CPE;;Dunkelgrau;#9E9E9E
Ultimaker;CPE;;Hellgrau;#9E9E9E
Ultimaker;CPE;;Rot;#E53935
Ultimaker;CPE;;Blau;#1E88E5
Ultimaker;CPE;;Grün;#43A047
Ultimaker;CPE+;;Schwarz;#000000
Ultimaker;CPE+;;Weiß;#FFFFFF
Spectrum;PLA;Carbon;Carbon;
Spectrum;PLA;FlameGuard;Polar White;#FFFFFF
Spectrum;PLA;FlameGuard;Deep Black;#000000
Spectrum;PLA;FlameGuard;Technical Red;#E53935
Spectrum;PLA;FlameGuard;Light Grey;#9E9E9E
Spectrum;PLA;FlameGuard;Industrial Grey;#9E9E9E
Spectrum;PLA;FlameGuard;Performance Blue;#1E88E5
Spectrum;PLA;Huracan;Aluminium Silver;#C0C0C0
Spectrum;PLA;Huracan;baby Blue;#1E88E5
Spectrum;PLA;Huracan;Banana Yellow;#FDD835
Spectrum;PLA;Huracan;Cream Beige;#F5F5DC
Spectrum;PLA;Huracan;Fresh Green;#43A047
Spectrum;PLA;Huracan;Light Weight;
Spectrum;PLA;Huracan;Lion Orange;#FB8C00
Spectrum;PLA;Huracan;Ola Pink;#FF66CC
Spectrum;PLA;Huracan;Purple Grape;#8E24AA
Spectrum;PLA;Huracan;Royal Blue;#1E88E5
Spectrum;PLA;Huracan;Signal White;#FFFFFF
Spectrum;PLA;Huracan;Traffic Black;#000000
Spectrum;PLA;Huracan;True Red;#E53935
Spectrum;PLA;Huracan;Anthracite Grey;#9E9E9E
Spectrum;PLA;LW UltraFoam;Traffic Black;#000000
Spectrum;PLA;LW UltraFoam;Dark Grey;#9E9E9E
Spectrum;PLA;LW UltraFoam;Light Grey;#9E9E9E
Spectrum;PLA;LW UltraFoam;Lion Orange;#FB8C00
Spectrum;PLA;LW UltraFoam;Persian Blue;#1E88E5
Spectrum;PLA;LW UltraFoam;Pure Red;#E53935
Spectrum;PLA;LW UltraFoam;Pure White;#FFFFFF
Spectrum;PLA;Pastello;Apricot Orange;#FB8C00
Spectrum;PLA;Pastello;Atmospheric Blue;#1E88E5
Spectrum;PLA;Pastello;Bonbon Rose;
Spectrum;PLA;Pastello;Coctail Green;#43A047
Spectrum;PLA;Pastello;Cosmetic Mauve;
Spectrum;PLA;Pastello;Flamingo Red;#E53935
Spectrum;PLA;Pastello;Holland Red;#E53935
Spectrum;PLA;Pastello;Lemon Cream;
Spectrum;PLA;Pastello;Pale Salmon;
Spectrum;PLA;Pastello;Pink Pastel;#FF66CC
Spectrum;PLA;Pastello;Water Blue;#1E88E5
Spectrum;PLA;Crytal;Crystal Blue Horizon;#1E88E5
Spectrum;PLA;Crytal;Crystal Electric Yellow;#FDD835
Spectrum;PLA;Crytal;Crystal Frozen Berry;
Spectrum;PLA;Crytal;Crystal Neon Green;#43A047
Spectrum;PLA;Crytal;Crystal Neon Orange;#FB8C00
Spectrum;PLA;Crytal;Crystal Raspberry Red;#E53935
Spectrum;PLA;ESD;Turquoise;
Spectrum;PLA;ESD;Tool Blue;#1E88E5
Spectrum;PLA;ESD;Pure White;#FFFFFF
Spectrum;PLA;ESD;Dark Grey;#9E9E9E
Spectrum;PLA;ESD;Light Grey;#9E9E9E
Spectrum;PLA;ESD;Power Tool Green;#43A047
Spectrum;PLA;ESD;Power Tool Dark Green;#43A047
Spectrum;PLA;ESD;Traffic Black;#000000
Spectrum;PLA;Glitter;Emereld Green;#43A047
Spectrum;PLA;Glitter;Red Sparkle;#E53935
Spectrum;PLA;Glitter;Stardust Blue;#1E88E5
Spectrum;PLA;Glitter;Aztec Gold;#D4AF37
Spectrum;PLA;Glitter;Clear Gold;#D4AF37
Spectrum;PLA;Glitter;Aurora Gold;#D4AF37
Spectrum;PLA;Glitter;Volcano Grey;#9E9E9E
Spectrum;PLA;Glitter;Silver Metalic;#C0C0C0
Spectrum;PLA;Glow in the Dark;Green;#43A047
Spectrum;PLA;Glow in the Dark;Blue;#1E88E5
Spectrum;PLA;High Speed;Baby Blue;#1E88E5
Spectrum;PLA;High Speed;Crimson Red;#E53935
Spectrum;PLA;High Speed;Dark Grey;#9E9E9E
Spectrum;PLA;High Speed;Deep Black;#000000
Spectrum;PLA;High Speed;Gold;#D4AF37
Spectrum;PLA;High Speed;Grass Green;#43A047
Spectrum;PLA;High Speed;Granite Grey;#9E9E9E
Spectrum;PLA;High Speed;Iceland Blue;#1E88E5
Spectrum;PLA;High Speed;Latte Beige;#F5F5DC
Spectrum;PLA;High Speed;Leaf Green;#43A047
Spectrum;PLA;High Speed;Lime Green;#43A047
Spectrum;PLA;High Speed;Lion Orange;#FB8C00
Spectrum;PLA;High Speed;Navy Blue;#1E88E5
Spectrum;PLA;High Speed;Neon Green UV;#43A047
Spectrum;PLA;High Speed;Neon Orange UV;#FB8C00
Spectrum;PLA;High Speed;Neon Transparent;
Spectrum;PLA;High Speed;Neo Red;#E53935
Spectrum;PLA;High Speed;Pacific Blue;#1E88E5
Spectrum;PLA;High Speed;Pink Panther;#FF66CC
Spectrum;PLA;High Speed;Signal White;#FFFFFF
Spectrum;PLA;High Speed;Silver Star;#C0C0C0
Spectrum;PLA;High Speed;Telegrey;#9E9E9E
Spectrum;PLA;High Speed;Traffic Red;#E53935
Spectrum;PLA;High Speed;True Yellow;#FDD835
Spectrum;PLA;High Speed;Walnut Brown;#6D4C41
Spectrum;PLA;High Speed;Arctic White;#FFFFFF
Spectrum;PLA;Magic Silk;Golden Berry;#D4AF37
Spectrum;PLA;Magic Silk;Nightfire;
Spectrum;PLA;Magic Silk;Solar Eclipse;
Spectrum;PLA;Magic Silk;Forest Flame;
Spectrum;PLA;Magic Silk;Lagoon Breeze;
Spectrum;PLA;Magic Silk;Raspberry Blush;
Spectrum;PLA;Magic Silk;Amber Leaf;
Spectrum;PLA;Magic Silk;Solar Flare;
Spectrum;PLA;Magic Silk;Magenta Dream;
Spectrum;PLA;Magic Silk;Fire & Ice;
Spectrum;PLA;Magic Silk;Magenta Blossom;
Spectrum;PLA;Magic Silk;Royal Amethyst;
Spectrum;PLA;Magic Silk;Mystic Orchid;
Spectrum;PLA;Magic Silk;Aurora Bloom;
Spectrum;PLA;Magic Silk;Vivid Lavender;
Spectrum;PLA;Matt;Bloody Red;#E53935
Spectrum;PLA;Matt;Bahama Yellow;#FDD835
Spectrum;PLA;Matt;Lime Green;#43A047
Spectrum;PLA;Matt;Lion Orange;#FB8C00
Spectrum;PLA;Matt;Navy Blue;#1E88E5
Spectrum;PLA;Matt;Polar White;#FFFFFF
Spectrum;PLA;Matt;Dark Grey;#9E9E9E
Spectrum;PLA;Matt;Deep Black;#000000
Spectrum;PLA;Nature;Algae;
Spectrum;PLA;Nature;Algae Nori;
Spectrum;PLA;Nature;Dark Beer;
Spectrum;PLA;Nature;Flax;
Spectrum;PLA;Nature;Hemp;
Spectrum;PLA;Nature;Pils Beer;
Spectrum;PLA;Premium;Bloody Red;#E53935
Spectrum;PLA;Premium;Dragon Red;#E53935
Spectrum;PLA;Premium;Fluorescent Orange;#FB8C00
Spectrum;PLA;Premium;Carrot Orange;#E53935
Spectrum;PLA;Premium;Lion Orange;#FB8C00
Spectrum;PLA;Premium;Pearl Gold;#D4AF37
Spectrum;PLA;Premium;Bahama Yellow;#FDD835
Spectrum;PLA;Premium;Fluorescent Yellow;#FDD835
Spectrum;PLA;Premium;Lime Green;#43A047
Spectrum;PLA;Premium;Fluo Green;#43A047
Spectrum;PLA;Premium;Forest Green;#43A047
Spectrum;PLA;Premium;Pastel Turquoise;
Spectrum;PLA;Premium;Blue Lagoon;#1E88E5
Spectrum;PLA;Premium;Caribbean Blue;#1E88E5
Spectrum;PLA;Premium;Pacific Blue;#1E88E5
Spectrum;PLA;Premium;Navy Blue;#1E88E5
Spectrum;PLA;Premium;Lavender Violett;
Spectrum;PLA;Premium;Magenta;
Spectrum;PLA;Premium;Pink Panther;#FF66CC
Spectrum;PLA;Premium;Rust Copper;
Spectrum;PLA;Premium;Chocolate Brown;#6D4C41
Spectrum;PLA;Premium;Pearl Bronze;
Spectrum;PLA;Premium;Military Khaki;
Spectrum;PLA;Premium;Golden Line;#D4AF37
Spectrum;PLA;Premium;Natural;
Spectrum;PLA;Premium;Translucent;
Spectrum;PLA;Premium;Ivory Beige;#F5F5DC
Spectrum;PLA;Premium;Arctic White;#FFFFFF
Spectrum;PLA;Premium;Polar White;#FFFFFF
Spectrum;PLA;Premium;Light Grey;#9E9E9E
Spectrum;PLA;Premium;Silver Star;#C0C0C0
Spectrum;PLA;Premium;Dark Grey;#9E9E9E
Spectrum;PLA;Premium;Anthracite Grey;#9E9E9E
Spectrum;PLA;Premium;Deep Black;#000000
Spectrum;PLA;Premium;PLA Premium Wizard Indigo;
Spectrum;PLA;Premium;PLA Premium Wizard Green;#43A047
Spectrum;PLA;Premium;PLA Premium Wizard Charcoal;
Spectrum;PLA;Pro;Dragon Red;#E53935
Spectrum;PLA;Pro;Bloody Red;#E53935
Spectrum;PLA;Pro;Carrot Orange;#E53935
Spectrum;PLA;Pro;Lion Orange;#FB8C00
Spectrum;PLA;Pro;Pearl Gold;#D4AF37
Spectrum;PLA;Pro;Bahama Yellow;#FDD835
Spectrum;PLA;Pro;Lime Green;#43A047
Spectrum;PLA;Pro;Forest Green;#43A047
Spectrum;PLA;Pro;Pastel Turquoise;
Spectrum;PLA;Pro;Blue Lagoon;#1E88E5
Spectrum;PLA;Pro;Pacific Blue;#1E88E5
Spectrum;PLA;Pro;Navy Blue;#1E88E5
Spectrum;PLA;Pro;Lavender Violett;
Spectrum;PLA;Pro;Magenta;
Spectrum;PLA;Pro;Pink Panther;#FF66CC
Spectrum;PLA;Pro;Rust Copper;
Spectrum;PLA;Pro;Chocolate Brown;#6D4C41
Spectrum;PLA;Pro;Pearl Bronze;
Spectrum;PLA;Pro;Military Khaki;
Spectrum;PLA;Pro;Coral;
Spectrum;PLA;Pro;Ivory Beige;#F5F5DC
Spectrum;PLA;Pro;Polar White;#FFFFFF
Spectrum;PLA;Pro;Arctic White;#FFFFFF
Spectrum;PLA;Pro;Silver Star;#C0C0C0
Spectrum;PLA;Pro;Dark Grey;#9E9E9E
Spectrum;PLA;Pro;Deep Black;#000000
Spectrum;PLA;Silk Rainbow;Ancient;
Spectrum;PLA;Silk Rainbow;Earth Blend;
Spectrum;PLA;Silk Rainbow;Fire Red;#E53935
Spectrum;PLA;Silk Rainbow;Frost Gloss;
Spectrum;PLA;Silk Rainbow;Fusion;
Spectrum;PLA;Silk Rainbow;Ocean Melange;
Spectrum;PLA;Stone Age;Stone Age Dark;
Spectrum;PLA;Stone Age;Stone Age Light;
Spectrum;PLA;Tough;Dark Grey;#9E9E9E
Spectrum;PLA;Tough;Deep Black;#000000
Spectrum;PLA;Tough;Natural;
Spectrum;PLA;Tough;Polar White;#FFFFFF
Spectrum;rPLA;;Signal Blue;#1E88E5
Spectrum;rPLA;;Apple Green;#43A047
Spectrum;rPLA;;Traffic Black;#000000
Spectrum;rPLA;;Yellow Orange;#FDD835
Spectrum;rPLA;;Basalt Grey;#9E9E9E
Spectrum;rPLA;;Signal White;#FFFFFF
Spectrum;rPLA;;Leaf Green;#43A047
Spectrum;rPLA;;Signal Red;#E53935
Spectrum;PLA;SafeGuard;Deep Black;#000000
Spectrum;PLA;SafeGuard;Dark Blue;#1E88E5
Spectrum;PLA;SafeGuard;Baby Blue;#1E88E5
Spectrum;PLA;SafeGuard;Polar White;#FFFFFF
Spectrum;PLA;SafeGuard;Bahama Yellow;#FDD835
Spectrum;PLA;SafeGuard;Industiral Grey;#9E9E9E
Spectrum;PLA;SafeGuard;Lime Green;#43A047
Spectrum;PLA;SafeGuard;True Red;#E53935
Spectrum;PLA;SafeGuard;Light Grey;#9E9E9E
Spectrum;PLA;Silk;Ruby Red;#E53935
Spectrum;PLA;Silk;Rose Gold;#D4AF37
Spectrum;PLA;Silk;Spicy Copper;
Spectrum;PLA;Silk;Cinnamon Bronze;
Spectrum;PLA;Silk;Apple Green;#43A047
Spectrum;PLA;Silk;Tropical Green;#43A047
Spectrum;PLA;Silk;Indigo Blue;#1E88E5
Spectrum;PLA;Silk;Candy Blue;#1E88E5
Spectrum;PLA;Silk;Amethyst Violet;
Spectrum;PLA;Silk;Taffy Pink;#FF66CC
Spectrum;PLA;Silk;Unmellow Yellow;#FDD835
Spectrum;PLA;Silk;Glorious Gold;#D4AF37
Spectrum;PLA;Silk;Sapphire Blue;#1E88E5
Spectrum;PLA;Silk;Sterling Silver;#C0C0C0
Spectrum;PLA;Silk;Pearl White;#FFFFFF
Spectrum;PLA;Silk;Aluminium Silver;#C0C0C0
Spectrum;PLA;HT The Filament;Warm White;#FFFFFF
Spectrum;PLA;HT The Filament;Camel Beige;#F5F5DC
Spectrum;PLA;HT The Filament;Cobalt Blue;#1E88E5
Spectrum;PLA;HT The Filament;Dark Grey;#9E9E9E
Spectrum;PLA;HT The Filament;Jet Black;#000000
Spectrum;PLA;HT The Filament;Light Grey;#9E9E9E
Spectrum;PLA;HT The Filament;Tooling Dark Green;#43A047
Spectrum;PLA;HT The Filament;Tooling Green;#43A047
Spectrum;PLA;HT The Filament;Tooling Lime;
Spectrum;PLA;HT The Filament;Tooling Red;#E53935
Spectrum;PLA;HT The Filament;Tooling Torquoise;
Spectrum;PLA;HT The Filament;Tooling Yellow;#FDD835
Spectrum;PLA;HT The Filament;Vivid Red;#E53935
Spectrum;PLA;The Filament;Basalt Grey;#9E9E9E
Spectrum;PLA;The Filament;Bison Brown;#6D4C41
Spectrum;PLA;The Filament;Could Grey;#9E9E9E
Spectrum;PLA;The Filament;Midnight Black;#000000
Spectrum;PLA;The Filament;Perfomance Blue;#1E88E5
Spectrum;PLA;The Filament;Plasma Purple;#8E24AA
Spectrum;PLA;The Filament;Silver Aluminium;#C0C0C0
Spectrum;PLA;The Filament;Sky Blue;#1E88E5
Spectrum;PLA;The Filament;Sorbet Yellow;#FDD835
Spectrum;PLA;The Filament;Strawberry Pink;#FF66CC
Spectrum;PLA;The Filament;Technical Red;#E53935
Spectrum;PLA;The Filament;Traffic White;#FFFFFF
Spectrum;PLA;The Filament;Wood Ash;
Spectrum;PLA;CF The Filament;Black;#000000
Spectrum;PLA;CF The Filament;Blue;#1E88E5
Spectrum;PLA;CF The Filament;Green;#43A047
Spectrum;PLA;CF The Filament;Grey;#9E9E9E
Spectrum;PLA;CF The Filament;Purple;#8E24AA
Spectrum;PLA;CF The Filament;Red;#E53935
Spectrum;PLA;HS The Filament;Midnight Black;#000000
Spectrum;PLA;HS The Filament;Winter Blue;#1E88E5
Spectrum;PLA;HS The Filament;Grid Beige;#F5F5DC
Spectrum;PLA;HS The Filament;Mirage Grey;#9E9E9E
Spectrum;PLA;HS The Filament;Moss Green;#43A047
Spectrum;PLA;HS The Filament;Moss Grey;#9E9E9E
Spectrum;PLA;HS The Filament;Pure Orange;#FB8C00
Spectrum;PLA;HS The Filament;Quantum Purple;#8E24AA
Spectrum;PLA;HS The Filament;Traffic White;#FFFFFF
Spectrum;PLA;HS The Filament;Tuscary Yellow;#FDD835
Spectrum;PLA;HS The Filament;Energy Green;#43A047
Spectrum;PLA;HS The Filament;Fire Red;#E53935
Spectrum;PLA;Lite The Filament;Black;#000000
Spectrum;PLA;Lite The Filament;White;#FFFFFF
Spectrum;PLA;Lite The Filament;Yellow;#FDD835
Spectrum;PLA;Lite The Filament;Blue;#1E88E5
Spectrum;PLA;Lite The Filament;Magenta;
Spectrum;PLA;Lite The Filament;Orange;#FB8C00
Spectrum;PLA;Lite The Filament;Red;#E53935
Spectrum;PLA;Lite The Filament;Green;#43A047
Spectrum;PLA;Lite The Filament;Silver;#C0C0C0
Spectrum;PLA;Lite The Filament;Grey;#9E9E9E
Spectrum;PLA;Matte The Filament;Tropper Grey;#9E9E9E
Spectrum;PLA;Matte The Filament;Urban Grey;#9E9E9E
Spectrum;PLA;Matte The Filament;Military Olive;
Spectrum;PLA;Matte The Filament;Night Blue;#1E88E5
Spectrum;PLA;Matte The Filament;October Red;#E53935
Spectrum;PLA;Matte The Filament;Snow White;#FFFFFF
Spectrum;PLA;Matte The Filament;Army Green;#43A047
Spectrum;PLA;Matte The Filament;Camo Green;#43A047
Spectrum;PLA;Matte The Filament;Desert Beige;#F5F5DC
Spectrum;PLA;Matte The Filament;Jungle Green;#43A047
Spectrum;ABS;GP450;Traffic Red;#E53935
Spectrum;ABS;GP450;Pure Green;#43A047
Spectrum;ABS;GP450;Dark Blue;#1E88E5
Spectrum;ABS;GP450;Natural;
Spectrum;ABS;GP450;Pure White;#FFFFFF
Spectrum;ABS;GP450;Silver;#C0C0C0
Spectrum;ABS;GP450;Obsidian Black;#000000
Spectrum;ASA;275;Bloody Red;#E53935
Spectrum;ASA;275;Lion Orange;#FB8C00
Spectrum;ASA;275;Traffic Yellow;#FDD835
Spectrum;ASA;275;Lime Green;#43A047
Spectrum;ASA;275;Forest Green;#43A047
Spectrum;ASA;275;Pacific Blue;#1E88E5
Spectrum;ASA;275;Navy Blue;#1E88E5
Spectrum;ASA;275;Natural;
Spectrum;ASA;275;Polar White;#FFFFFF
Spectrum;ASA;275;Dark Grey;#9E9E9E
Spectrum;ASA;275;Silver Star;#C0C0C0
Spectrum;ASA;275;Deep Black;#000000
Spectrum;ASA;275;Brown Red;#E53935
Spectrum;ASA;275 FlameGuard;Bloody Red;#E53935
Spectrum;ASA;275 FlameGuard;Dark Grey;#9E9E9E
Spectrum;ASA;275 FlameGuard;Polar White;#FFFFFF
Spectrum;ASA;275 FlameGuard;Silver Star;#C0C0C0
Spectrum;ASA;Hips-X;Dragon Red;#E53935
Spectrum;ASA;Hips-X;Bahama Yellow;#FDD835
Spectrum;ASA;Hips-X;Gypsum White;#FFFFFF
Spectrum;ASA;Hips-X;Deep Black;#000000
Spectrum;ASA;LW UltraFoam;Bloody Red;#E53935
Spectrum;ASA;LW UltraFoam;Dark Grey;#9E9E9E
Spectrum;ASA;LW UltraFoam;Light Grey;#9E9E9E
Spectrum;ASA;LW UltraFoam;Navy Blue;#1E88E5
Spectrum;ASA;LW UltraFoam;Pure White;#FFFFFF
Spectrum;ABS;Smart;Dragon Red;#E53935
Spectrum;ABS;Smart;Lion Orange;#FB8C00
Spectrum;ABS;Smart;Bahama Yellow;#FDD835
Spectrum;ABS;Smart;Forest Green;#43A047
Spectrum;ABS;Smart;Pacific Blue;#1E88E5
Spectrum;ABS;Smart;Coral;
Spectrum;ABS;Smart;Polar White;#FFFFFF
Spectrum;ABS;Smart;Silver Star;#C0C0C0
Spectrum;ABS;Smart;Dark Grey;#9E9E9E
Spectrum;ABS;Smart;Deep Black;#000000
Spectrum;ASA;The Filament;Grass Green;#43A047
Spectrum;ASA;The Filament;Midnight Black;#000000
Spectrum;ASA;The Filament;Pure Red;#E53935
Spectrum;ASA;The Filament;Sky Blue;#1E88E5
Spectrum;ASA;The Filament;State Grey;#9E9E9E
Spectrum;ASA;The Filament;Traffic White;#FFFFFF
Spectrum;ASA;CF The Filament;Black;#000000
Spectrum;ASA;CF The Filament;Blue;#1E88E5
Spectrum;ASA;CF The Filament;Green;#43A047
Spectrum;ASA;CF The Filament;Grey;#9E9E9E
Spectrum;ASA;CF The Filament;Red;#E53935
Spectrum;PETG;Glow in the Dark;Yellow Green;#43A047
Spectrum;PETG;Glow in the Dark;Blue;#1E88E5
Spectrum;PETG;HT100;Traffic Red;#E53935
Spectrum;PETG;HT100;Transparent Blue;#1E88E5
Spectrum;PETG;HT100;Clear;
Spectrum;PETG;HT100;Pure White;#FFFFFF
Spectrum;PETG;HT100;Silver Steel;#C0C0C0
Spectrum;PETG;HT100;Iron Crey;
Spectrum;PETG;HT100;Obsidian Black;#000000
Spectrum;PETG;Matt;Bloody Red;#E53935
Spectrum;PETG;Matt;Lion Orange;#FB8C00
Spectrum;PETG;Matt;Olive Green;#43A047
Spectrum;PETG;Matt;Dark Grey;#9E9E9E
Spectrum;PETG;Matt;Sand Khaki;
Spectrum;PETG;Matt;Nava Blue;#1E88E5
Spectrum;PETG;Matt;Polar White;#FFFFFF
Spectrum;PETG;Matt;Deep Black;#000000
Spectrum;PETG;Matt;Desert Storm;
Spectrum;PETG;Matt;Brown Uniform;#6D4C41
Spectrum;PETG;Premium;Transparent Red;#E53935
Spectrum;PETG;Premium;Bloody Red;#E53935
Spectrum;PETG;Premium;Transparent Orange;#FB8C00
Spectrum;PETG;Premium;Transparent Yellow;#FDD835
Spectrum;PETG;Premium;Signal Yellow;#FDD835
Spectrum;PETG;Premium;Beige;#F5F5DC
Spectrum;PETG;Premium;Pearl Gold;#D4AF37
Spectrum;PETG;Premium;Lion Orange;#FB8C00
Spectrum;PETG;Premium;Lime Green;#43A047
Spectrum;PETG;Premium;Mint Green;#43A047
Spectrum;PETG;Premium;Olive Green;#43A047
Spectrum;PETG;Premium;Iceland Blue;#1E88E5
Spectrum;PETG;Premium;Turquoise Blue;#1E88E5
Spectrum;PETG;Premium;Pacific Blue;#1E88E5
Spectrum;PETG;Premium;Navy Blue;#1E88E5
Spectrum;PETG;Premium;Transparent Blue;#1E88E5
Spectrum;PETG;Premium;Pink;#FF66CC
Spectrum;PETG;Premium;Chocolate Brown;#6D4C41
Spectrum;PETG;Premium;Arctic White;#FFFFFF
Spectrum;PETG;Premium;Glassy;
Spectrum;PETG;Premium;Light Grey;#9E9E9E
Spectrum;PETG;Premium;Silver Star;#C0C0C0
Spectrum;PETG;Premium;Dark Grey;#9E9E9E
Spectrum;PETG;Premium;Anthracite Grey;#9E9E9E
Spectrum;PETG;Premium;Transparent Black;#000000
Spectrum;PETG;Premium;Deep Black;#000000
Spectrum;PETG;Premium;Glow in the Dark Blue;#1E88E5
Spectrum;PETG;Premium;Glow in the Dark Yellow-Green;#43A047
Spectrum;PETG;Premium;Bahama Yellow;#FDD835
Spectrum;PETG;Premium;Wizzard Charcoal;
Spectrum;PETG;Premium;Wizzard Indigo;
Spectrum;PETG;Premium;Bottle Green;#43A047
Spectrum;PETG;Premium High Speed;Arctic White;#FFFFFF
Spectrum;PETG;Premium High Speed;Bright Green;#43A047
Spectrum;PETG;Premium High Speed;Dark Grey;#9E9E9E
Spectrum;PETG;Premium High Speed;Deep Black;#000000
Spectrum;PETG;Premium High Speed;Heart Red;#E53935
Spectrum;PETG;Premium High Speed;Light Grey;#9E9E9E
Spectrum;PETG;Premium High Speed;Light Ivory;
Spectrum;PETG;Premium High Speed;Lion Orange;#FB8C00
Spectrum;PETG;Premium High Speed;Navy Blue;#1E88E5
Spectrum;PETG;Premium High Speed;Olive Green;#43A047
Spectrum;PETG;Premium High Speed;Pastel Blue;#1E88E5
Spectrum;PETG;Premium High Speed;Silver Star;#C0C0C0
Spectrum;PETG;Premium High Speed;Sulfur Yellow;#FDD835
Spectrum;PETG;Premium High Speed;Transparent Blue;#1E88E5
Spectrum;PETG;Premium High Speed;Transparent Red;#E53935
Spectrum;PETG/PTFE;;Signal White;#FFFFFF
Spectrum;PETG/PTFE;;Traffic Red;#E53935
Spectrum;PETG/PTFE;;Light Blue;#1E88E5
Spectrum;PETG/PTFE;;Iron Grey;#9E9E9E
Spectrum;PETG/PTFE;;Traffic Black;#000000
Spectrum;PETG;ESD;Power Tool Turquoise;
Spectrum;PETG;ESD;Power Tool Blue;#1E88E5
Spectrum;PETG;ESD;Power Tool Dark Green;#43A047
Spectrum;PETG;ESD;Power Tool Green;#43A047
Spectrum;PETG;ESD;Light Grey;#9E9E9E
Spectrum;PETG;ESD;Pure White;#FFFFFF
Spectrum;PETG;ESD;Traffic Black;#000000
Spectrum;rPETG;;Porcelain White;#FFFFFF
Spectrum;rPETG;;Signal Blue;#1E88E5
Spectrum;rPETG;;Signal Yellow;#FDD835
Spectrum;rPETG;;Traffic Black;#000000
Spectrum;rPETG;;Traffic Green;#43A047
Spectrum;rPETG;;Carmine Red;#E53935
Spectrum;rPETG;;Iron Grey;#9E9E9E
Spectrum;rPETG;;Orange;#FB8C00
Spectrum;PETG;The Filament;Cloud Grey;#9E9E9E
Spectrum;PETG;The Filament;Midnight Black;#000000
Spectrum;PETG;The Filament;Performance Blue;#1E88E5
Spectrum;PETG;The Filament;Silver Aluminium;#C0C0C0
Spectrum;PETG;The Filament;Snow White;#FFFFFF
Spectrum;PETG;The Filament;Sorbet Yellow;#FDD835
Spectrum;PETG;The Filament;Strawberry Pink;#FF66CC
Spectrum;PETG;The Filament;Technical Red;#E53935
Spectrum;PETG;The Filament;Transparent Blue;#1E88E5
Spectrum;PETG;The Filament;Transparent Red;#E53935
Spectrum;PETG;CF The Filament;Black;#000000
Spectrum;PETG;CF The Filament;Blue;#1E88E5
Spectrum;PETG;CF The Filament;Green;#43A047
Spectrum;PETG;CF The Filament;Grey;#9E9E9E
Spectrum;PETG;CF The Filament;Purple;#8E24AA
Spectrum;PETG;CF The Filament;Red;#E53935
Spectrum;PETG;Lite The Filament;Black;#000000
Spectrum;PETG;Lite The Filament;Blue;#1E88E5
Spectrum;PETG;Lite The Filament;Green;#43A047
Spectrum;PETG;Lite The Filament;Grey;#9E9E9E
Spectrum;PETG;Lite The Filament;Red;#E53935
Spectrum;PETG;Lite The Filament;Silver;#C0C0C0
Spectrum;PETG;Lite The Filament;White;#FFFFFF
Spectrum;PETG;Lite The Filament;Yellow;#FDD835
Spectrum;TPU;S-Flex 85A;Bloody Red;#E53935
Spectrum;TPU;S-Flex 85A;Lion Orange;#FB8C00
Spectrum;TPU;S-Flex 85A;Bahama Yellow;#FDD835
Spectrum;TPU;S-Flex 85A;Lime Green;#43A047
Spectrum;TPU;S-Flex 85A;Pacific Blue;#1E88E5
Spectrum;TPU;S-Flex 85A;Deep Black;#000000
Spectrum;TPU;S-Flex 85A;Polar White;#FFFFFF
Spectrum;TPU;S-Flex 90A;Bloody Red;#E53935
Spectrum;TPU;S-Flex 90A;Lion Orange;#FB8C00
Spectrum;TPU;S-Flex 90A;Bahama Yellow;#FDD835
Spectrum;TPU;S-Flex 90A;Lime Green;#43A047
Spectrum;TPU;S-Flex 90A;Pacific Blue;#1E88E5
Spectrum;TPU;S-Flex 90A;Polar White;#FFFFFF
Spectrum;TPU;S-Flex 90A;Deep Black;#000000
Spectrum;TPU;S-Flex 90A;Glow in the Dark - Green;#43A047
Spectrum;TPU;S-Flex 98A;Bloody Red;#E53935
