Brand;Material;Variant;Color,hex
Elegoo;PLA;;Wood Filled;
Elegoo;PLA;;Bronze Filled;
Elegoo;PLA;;Schwarz;#000000
Elegoo;PLA;;Weiß;#FFFFFF
Elegoo;PLA;;Grau;#9E9E9E
Elegoo;PLA;;Grün;#43A047
Elegoo;PLA;;Rot;#E53935
Elegoo;PLA;;Gelb;#FDD835
Elegoo;PLA;;Rosa;#FF66CC
Elegoo;PLA;;Lila;#8E24AA
Elegoo;PLA;;Beige;#F5F5DC
Elegoo;PLA;;Cyan;
Elegoo;PLA;;Kakao Braun;#6D4C41
Elegoo;PLA;;Knallpink;#FF66CC
Elegoo;PLA;;Sonnenblumengelb;#FDD835
Elegoo;PLA;;Kobaltblau;#1E88E5
Elegoo;PLA;;Apfelgrün;#43A047
Elegoo;PLA;;Türkisgrün;#43A047
Elegoo;PLA;;Transparent;
Elegoo;PLA+;;Schwarz;#000000
Elegoo;PLA+;;Weiß;#FFFFFF
Elegoo;PLA+;;Grau;#9E9E9E
Elegoo;PLA+;;Grün;#43A047
Elegoo;PLA+;;Blau;#1E88E5
Elegoo;PLA+;;Rot;#E53935
Elegoo;PLA+;;Gelb;#FDD835
Elegoo;PLA+;;Orange;#FB8C00
Elegoo;PLA+;;Rosa;#FF66CC
Elegoo;PLA+;;Lila;#8E24AA
Elegoo;PLA+;;Transparent;
Elegoo;PLA+;;Himmelblau;#1E88E5
Elegoo;PLA+;;Meergrün;#43A047
Elegoo;PLA+;;Raumgrau;#9E9E9E
Elegoo;PLA+;;Holzfarbe;
Elegoo;PLA+;;Braun;#6D4C41
Elegoo;PLA+;;Beige;#F5F5DC
Elegoo;PLA;Rapid;Schwarz;#000000
Elegoo;PLA;Rapid;Weiß;#FFFFFF
Elegoo;PLA;Rapid;Grau;#9E9E9E
Elegoo;PLA;Rapid;Grün;#43A047
Elegoo;PLA;Rapid;Blau;#1E88E5
Elegoo;PLA;Rapid;Rot;#E53935
Elegoo;PLA;Rapid;Gelb;#FDD835
Elegoo;PLA;Rapid;Orange;#FB8C00
Elegoo;PLA;Rapid;Braun;#6D4C41
Elegoo;PLA;Rapid;Beige;#F5F5DC
Elegoo;PLA;Rapid;Silber;
Elegoo;PLA;Marmor;Marmor;
Elegoo;PLA;Marmor;Marmor ziegelrot;#E53935
Elegoo;PLA;Marmor;Marmor zement;
Elegoo;PLA;Silk;Weiß;#FFFFFF
Elegoo;PLA;Silk;Rot;#E53935
Elegoo;PLA;Silk;Gelb Violett;#FDD835
Elegoo;PLA;Silk;Schwarz Grün;#000000
Elegoo;PLA;Silk;Gold;#D4AF37
Elegoo;PLA;Silk;Rot Grün;#E53935
Elegoo;PLA;Silk;Silber Grau;#9E9E9E
Elegoo;PLA;Silk;Rot Kupfer;#E53935
Elegoo;PLA;Silk;Blau Lila;#1E88E5
Elegoo;PLA;Silk;Korallenrosa;#FF66CC
Elegoo;PLA;Silk;Minzgrün;#43A047
Elegoo;PLA;Silk;Kupfer;
Elegoo;PLA;Silk;Schwarz Rot;#000000
Elegoo;PLA;Silk;Blau Lila Schwarz;#000000
Elegoo;PLA;Silk;Blau Grün Orange;#1E88E5
Elegoo;PLA;Silk;Holly Grün;#43A047
Elegoo;PLA;Silk;Schwarz Lila;#000000
Elegoo;PLA;Silk;Blau Grün;#1E88E5
Elegoo;PLA;Silk;Blau Magenta;#1E88E5
Elegoo;PLA;Galaxy;Galaxy Lila;#8E24AA
Elegoo;PLA;Galaxy;Galaxy Schwarz;#000000
Elegoo;PLA;Galaxy;Galaxy Peacock Blau;#1E88E5
Elegoo;PLA;Sparkle;Schwarz;#000000
Elegoo;PLA;Sparkle;Grün;#43A047
Elegoo;PLA;Sparkle;Rot;#E53935
Elegoo;PLA;Sparkle;Gold;#D4AF37
Elegoo;PLA;Sparkle;Dunkelgrau;#9E9E9E
Elegoo;PLA;Sparkle;Türkis;
Elegoo;PLA;Sparkle;Purpurer grau;#9E9E9E
Elegoo;PLA;Matte;Schwarz;#000000
Elegoo;PLA;Matte;Weiß;#FFFFFF
Elegoo;PLA;Matte;Orange;#FB8C00
Elegoo;PLA;Matte;Beige;#F5F5DC
Elegoo;PLA;Matte;Minzgrün;#43A047
Elegoo;PLA;Matte;Erdbraun;#6D4C41
Elegoo;PLA;Matte;Rubinrot;#E53935
Elegoo;PLA;Matte;Marineblau;#1E88E5
Elegoo;PLA;Matte;Blaugrün;#1E88E5
Elegoo;PLA;Matte;Sonnenscheingelb;#FDD835
Elegoo;PLA;Matte;Schiefergrau;#9E9E9E
Elegoo;PLA;Matte;Lavendel lila;#8E24AA
Elegoo;PLA;Matte;Sakura Rosa;#FF66CC
Elegoo;PLA;Matte;Eisblau;#1E88E5
Elegoo;PLA;CF;Schwarz;#000000
Elegoo;PLA;Pro;Schwarz;#000000
Elegoo;PLA;Pro;Weiß;#FFFFFF
Elegoo;PLA;Pro;Grau;#9E9E9E
Elegoo;PLA;Pro;Grün;#43A047
Elegoo;PLA;Pro;Blau;#1E88E5
Elegoo;PLA;Pro;Gelb;#FDD835
Elegoo;PLA;Pro;Lila;#8E24AA
Elegoo;PLA;Pro;Silber;
Elegoo;PLA;Pro;Burgunderrot;#E53935
Elegoo;PLA;Pro;Hellblau;#1E88E5
Elegoo;PLA;Wood;Eichen Holz;
Elegoo;PLA;Wood;Walnuss Holz;
Elegoo;PLA;Wood;Rosen Holz;
Elegoo;PLA;Wood;Esche Holz;
Elegoo;PLA;Wood;Teak Holz;
Elegoo;PETG;;Schwarz;#000000
Elegoo;PETG;;Weiß;#FFFFFF
Elegoo;PETG;;Grau;#9E9E9E
Elegoo;PETG;;Grün;#43A047
Elegoo;PETG;;Blau;#1E88E5
Elegoo;PETG;;Rot;#E53935
Elegoo;PETG;;Gelb;#FDD835
Elegoo;PETG;;Orange;#FB8C00
Elegoo;PETG;;Transparent;
Elegoo;PETG;;Raumgrau;#9E9E9E
Elegoo;PETG;;Braun;#6D4C41
Elegoo;PETG;;Beige;#F5F5DC
Elegoo;PETG;Rapid;Schwarz;#000000
Elegoo;PETG;Rapid;Weiß;#FFFFFF
Elegoo;PETG;Rapid;Rot;#E53935
Elegoo;PETG;Rapid;Blau;#1E88E5
Elegoo;PETG;Rapid;Grün;#43A047
Elegoo;PETG;Rapid;Gelb;#FDD835
Elegoo;PETG;Rapid;Grau;#9E9E9E
Elegoo;PETG;Rapid;Orange;#FB8C00
Elegoo;PETG;Rapid;Silber;
Elegoo;PETG;Rapid;Braun;#6D4C41
Elegoo;PETG;Rapid;Transparent;
Elegoo;PETG;Rapid;Beige;#F5F5DC
Elegoo;PETG;Rapid;Raumgrau;#9E9E9E
Elegoo;PETG;Pro;Schwarz;#000000
Elegoo;PETG;Pro;Weiß;#FFFFFF
Elegoo;PETG;Pro;Grau;#9E9E9E
Elegoo;PETG;Pro;Grün;#43A047
Elegoo;PETG;Pro;Blau;#1E88E5
Elegoo;PETG;Pro;Rot;#E53935
Elegoo;PETG;Pro;Gelb;#FDD835
Elegoo;PETG;Pro;Rosa;#FF66CC
Elegoo;PETG;Pro;Lila;#8E24AA
Elegoo;PETG;Pro;Silber;
Elegoo;PETG;Pro;Burgunderrot;#E53935
Elegoo;PETG;Pro;Hellblau;#1E88E5
Elegoo;PETG;Pro;Olivgrün;#43A047
Elegoo;PETG;CF;Schwarz;#000000
Elegoo;PETG;CF;Grau;#9E9E9E
Elegoo;PETG;GF;Schwarz;#000000
Elegoo;PETG;GF;Weiß;#FFFFFF
Elegoo;PETG;GF;Grau;#9E9E9E
Elegoo;TPU;95A;Schwarz;#000000
Elegoo;TPU;95A;Weiß;#FFFFFF
Elegoo;TPU;95A;Grau;#9E9E9E
Elegoo;TPU;95A;Grün;#43A047
Elegoo;TPU;95A;Blau;#1E88E5
Elegoo;TPU;95A;Rot;#E53935
Elegoo;TPU;95A;Transparent;
Elegoo;PC;;Schwarz;#000000
Elegoo;PC;;Weiß;#FFFFFF
Elegoo;PC;;Transparent;
Elegoo;PC;;Klar Schwarz;#000000
Elegoo;ASA;;Schwarz;#000000
Elegoo;ASA;;Weiß;#FFFFFF
Elegoo;ASA;;Grau;#9E9E9E
Elegoo;ASA;;Grün;#43A047
Elegoo;ASA;;Blau;#1E88E5
Elegoo;ASA;;Rot ;#E53935
Anycubic;PLA;Standard;Transparent;
Anycubic;PLA;Standard;Orange Standard PLA;#FB8C00
Anycubic;PLA;Standard;Hell Lila Standard PLA;#8E24AA
Anycubic;PLA;Standard;Rosa Standard PLA;#FF66CC
Anycubic;PLA;Standard;Gelb Standard PLA;#FDD835
Anycubic;PLA;Standard;Holz Standard PLA;
Anycubic;PLA;Glow in the Drak;Blau leuchtend;#1E88E5
Anycubic;PLA;Glow in the Drak;Grün leuchtend;#43A047
Anycubic;PLA;Glow in the Drak;Gelb leuchtend;#FDD835
Anycubic;PLA;Silk;Metall blau Silk PLA;#1E88E5
Anycubic;PLA;Silk;Regenbogen Silk PLA;
Anycubic;PLA;Silk;Silber Silk PLA;
Anycubic;PLA;Silk;Hell Gold Silk PLA;#D4AF37
Anycubic;PLA;Silk;Grau Silk PLA;#9E9E9E
Anycubic;PLA;Silk;Weiß Silk PLA;#FFFFFF
Anycubic;PLA;Silk;Regenbogen 16M Silk PLA;
Anycubic;PLA;Matte;Gelb Matte PLA;#FDD835
Anycubic;PLA;Matte;Schwarz Matte PLA;#000000
Anycubic;PLA;Matte;Weiß Matte PLA;#FFFFFF
Anycubic;PLA;High Speed;Schwarz High Speed PLA;#000000
Anycubic;PLA;High Speed;Weiß High Speed PLA;#FFFFFF
Anycubic;PLA;High Speed;Grau High Speed PLA;#9E9E9E
Anycubic;PLA;High Speed;Blau High Speed PLA;#1E88E5
Anycubic;PLA;High Speed;Rot High Speed PLA;#E53935
Anycubic;PLA;High Speed;Orange High Speed PLA;#FB8C00
Anycubic;PLA;High Speed;Rosa High Speed PLA;#FF66CC
Anycubic;PLA;High Speed;grün High Speed PLA;#43A047
Anycubic;PLA;High Speed;Lila High Speed PLA;#8E24AA
Anycubic;PLA;High Speed;Gelb High Speed PLA;#FDD835
Anycubic;PETG;;Schwarz PETG;#000000
Anycubic;PETG;;Grau PETG;#9E9E9E
Anycubic;PETG;;Weiß PETG;#FFFFFF
Anycubic;PETG;;Orange PETG;#FB8C00
Anycubic;PETG;;Rot PETG;#E53935
Anycubic;PETG;;Gelb PETG;#FDD835
Anycubic;PETG;;Lila PETG;#8E24AA
Anycubic;PETG;;Grün PETG;#43A047
Anycubic;PLA+;;Schwarz PLA+;#000000
Anycubic;PLA+;;Grau PLA+;#9E9E9E
Anycubic;PLA+;;Weiß PLA+;#FFFFFF
Anycubic;PLA+;;Rot PLA+;#E53935
Anycubic;PLA+;;Hellgrün PLA+;#43A047
Anycubic;PLA+;;Lila PLA+;#8E24AA
Anycubic;PLA+;;Silber PLA+;
Anycubic;PLA+;;Orange PLA+;#FB8C00
Anycubic;PLA+;;Knallgelb PLA+;#FDD835
Anycubic;ASA;;Schwarz ASA;#000000
Anycubic;ASA;;Weiß ASA;#FFFFFF
Anycubic;ASA;;Grau ASA;#9E9E9E
Anycubic;PLA;Silk Dual/Tri-Color;Schwarz+Gold;#000000
Anycubic;PLA;Silk Dual/Tri-Color;Schwarz+Blau;#000000
Anycubic;PLA;Silk Dual/Tri-Color;Schwarz+Grün;#000000
Anycubic;PLA;Silk Dual/Tri-Color;Schwarz+Lila;#000000
Anycubic;PLA;Silk Dual/Tri-Color;Rosa+Gold;#FF66CC
Anycubic;PLA;Silk Dual/Tri-Color;Rot+Gold;#E53935
Anycubic;PLA;Silk Dual/Tri-Color;Rot+Blau;#E53935
Anycubic;PLA;Silk Dual/Tri-Color;Blau+Grün+Lila;#1E88E5
Anycubic;PLA;Silk Dual/Tri-Color;Rot+Gelb+Grün;#E53935
Anycubic;PLA;Basic;Schwarz PLA Basic;#000000
Anycubic;PLA;Basic;Hellweiß PLA Basic;#FFFFFF
Anycubic;PLA;Basic;grün PLA Basic;#43A047
Anycubic;PLA;Basic;Blau PLA Basic;#1E88E5
Anycubic;PLA;Basic;Hellgrün PLA Basic;#43A047
Anycubic;PLA;Basic;Grau PLA Basic;#9E9E9E
Anycubic;PLA;Basic;Magenta PLA Basic;
Anycubic;PLA;Basic;Lila PLA Basic;#8E24AA
Anycubic;PLA;Basic;Hellrot PLA Basic;#E53935
Anycubic;PLA;Basic;Rosa PLA Basic;#FF66CC
Anycubic;PLA;Basic;Orange PLA Basic;#FB8C00
Anycubic;PLA;Basic;Knallgelb PLA Basic;#FDD835
Anycubic;PLA;Basic;Graubraun PLA Basic;#6D4C41
Anycubic;PLA;Basic;Bronze PLA Basic;
Anycubic;PLA;Basic;Cyan PLA Basic;
Anycubic;PLA;Basic;Hellbraun PLA Basic;#6D4C41
Anycubic;PLA;Basic;Silber PLA Basic;
Anycubic;PLA;Pantone;Pfirsichflaum;
Anycubic;PLA;Pantone;Interstellares Violett;
Anycubic;PLA;Pantone;Tropisches Türkis;
Anycubic;PLA;Pantone;Frühlingsblatt;
eSun;PLA+;;PLA+ Bone White;#FFFFFF
eSun;PLA+;;PLA+ Braun;#6D4C41
eSun;PLA+;;PLA+ Cool White;#FFFFFF
eSun;PLA+;;PLA+ Dunkelblau;#1E88E5
eSun;PLA+;;PLA+ Feuerwehr rot;#E53935
eSun;PLA+;;PLA+ Grün;#43A047
eSun;PLA+;;PLA+ Magenta;
eSun;PLA+;;PLA+ Pink;#FF66CC
eSun;PLA+;;PLA+ Pine Green;#43A047
eSun;PLA+;;PLA+ Rot;#E53935
eSun;PLA+;;PLA+ Silber;
eSun;PLA+;;PLA+ Blau;#1E88E5
eSun;PLA+;;PLA+ Peak Green;#43A047
eSun;PLA+;;PLA+ Weiß (Warmweiß);#FFFFFF
eSun;PLA+;;PLA+ Gelb;#FDD835
eSun;PLA+;;PLA+ Olivgrün;#43A047
eSun;PLA+;;PLA+ Schwarz;#000000
eSun;PLA+;;PLA+ Grau;#9E9E9E
eSun;PLA+;;PLA+ Hellblau;#1E88E5
eSun;PLA+;;PLA+ Orange;#FB8C00
eSun;PLA+;;PLA+ Lila;#8E24AA
eSun;PLA+;;PLA+ Beige;#F5F5DC
eSun;PLA+;;PLA+ Gold;#D4AF37
eSun;PLA+;;PLA Luminous Blue;#1E88E5
eSun;PLA+;;PLA Luminous Green;#43A047
eSun;PLA+;;PLA+ Very Peri;
eSun;PLA+;;PLA+ Space Blue;#1E88E5
eSun;PLA+;;PLA+ Hellbraun;#6D4C41
eSun;PLA+;;PLA+ Baby Pink;#FF66CC
eSun;PLA+;;PLA+ Korallenorange;#FB8C00
eSun;PLA+;;PLA+ RGB Rot;#E53935
eSun;PLA+;;PLA+ RGB Blau;#1E88E5
eSun;PLA+;;PLA+ RGB Grün;#43A047
eSun;PLA+;;PLA+ Aprikose Orange;#FB8C00
eSun;PLA+;;PLA+ Mintgrün;#43A047
eSun;PLA+;;PLA+ Baby Blau;#1E88E5
eSun;PLA+;;PLA+ Hell Khaki;
eSun;PLA+;;PLA+ Flieder;
eSun;PLA+;;PLA+ Matcha Grün;#43A047
eSun;PLA+;;PLA+ Pfirsichrosa;#FF66CC
eSun;PLA+;;PLA+ Milchweiß;#FFFFFF
eSun;PLA+;;PLA+ Mandelgelb;#FDD835
eSun;PLA+;;PLA+ Jade grün;#43A047
eSun;PLA+;;PLA+ Holly grün;#43A047
eSun;PLA+;;PLA+ Senfgrün;#43A047
eSun;PLA+;;PLA+ Gras grün;#43A047
eSun;PLA+;;PLA+ Haze blau;#1E88E5
eSun;PLA+;;PLA+ Korallenarange;
eSun;PLA;Lite;PLA Schwarz;#000000
eSun;PLA;Lite;PLA Periwinkle Blue;#1E88E5
eSun;PLA;Lite;PLA Feuerwehr rot;#E53935
eSun;PLA;Lite;PLA Grün;#43A047
eSun;PLA;Lite;PLA Grau;#9E9E9E
eSun;PLA;Lite;PLA Rot;#E53935
eSun;PLA;Lite;PLA Blau;#1E88E5
eSun;PLA;Lite;PLA Gelb;#FDD835
eSun;PLA;Matt;PLA Matt Deep Black;#000000
eSun;PLA;Matt;PLA Matt Dunkelgrau;#9E9E9E
eSun;PLA;Matt;PLA Matt Milk White;#FFFFFF
eSun;PLA;Matt;PLA Matt Mandelgelb;#FDD835
eSun;PLA;Matt;PLA Matt Flieder;
eSun;PLA;Matt;PLA Matte Lake Blue;#1E88E5
eSun;PLA;Matt;PLA Matte Matcha Green;#43A047
eSun;PLA;Matt;PLA Matt Morandi Green;#43A047
eSun;PLA;Matt;PLA Matte Morandi Purple;#8E24AA
eSun;PLA;Matt;PLA Matte Strawberry Red;#E53935
eSun;PLA;Matt;PLA Matte Tangerine;
eSun;PLA;Matt;PLA Matte Feuerwehr Rot;#E53935
eSun;PLA;Matt;PLA Matte Dunkelblau;#1E88E5
eSun;PLA;Matt;PLA Matte Olivengrün;#43A047
eSun;PETG;;PETG Grün;#43A047
eSun;PETG;;PETG Natur;
eSun;PETG;;PETG Solid Green;#43A047
eSun;PETG;;PETG Solid Grey;#9E9E9E
eSun;PETG;;PETG Solid Gold;#D4AF37
eSun;PETG;;PETG Solid Red;#E53935
eSun;PETG;;PETG Solid Silver;#C0C0C0
eSun;PETG;;PETG Solid Blue;#1E88E5
eSun;PETG;;PETG Solid White;#FFFFFF
eSun;PETG;;PETG Solid Yellow;#FDD835
eSun;PETG;;PETG Blau;#1E88E5
eSun;PETG;;PETG Vollschwarz;#000000
eSun;ABS+;;ABS+ Schwarz;#000000
eSun;ABS+;;ABS+ Cold White;#FFFFFF
eSun;ABS+;;ABS+ Feuerwehr Rot;#E53935
eSun;ABS+;;ABS+ Grün;#43A047
eSun;ABS+;;ABS+ Grau;#9E9E9E
eSun;ABS+;;ABS+ Natur;
eSun;ABS+;;ABS+ Orange;#FB8C00
eSun;ABS+;;ABS+ Rot;#E53935
eSun;ABS+;;ABS + Splitter;
eSun;ABS+;;ABS+ Blau;#1E88E5
eSun;ABS+;;ABS+ Gelb;#FDD835
Polymaker;PLA;PolyTerra;Muted White;#FFFFFF
Polymaker;PLA;PolyTerra;Cotton White;#FFFFFF
Polymaker;PLA;PolyTerra;Marble White;#FFFFFF
Polymaker;PLA;PolyTerra;Peach;
Polymaker;PLA;PolyTerra;Peanut;
Polymaker;PLA;PolyTerra;Army Beige;#F5F5DC
Polymaker;PLA;PolyTerra;Marble Sandstone;
Polymaker;PLA;PolyTerra;Savannah Yellow;#FDD835
Polymaker;PLA;PolyTerra;Marble Brick;
Polymaker;PLA;PolyTerra;Army Brown;#6D4C41
Polymaker;PLA;PolyTerra;Wood Brown;#6D4C41
Polymaker;PLA;PolyTerra;Earth Brown;#6D4C41
Polymaker;PLA;PolyTerra;Sunrise Orange;#FB8C00
Polymaker;PLA;PolyTerra;Banana;
Polymaker;PLA;PolyTerra;Lava Red;#E53935
Polymaker;PLA;PolyTerra;Muted Red;#E53935
Polymaker;PLA;PolyTerra;Army Red;#E53935
Polymaker;PLA;PolyTerra;Rose;
Polymaker;PLA;PolyTerra;Sakura Pink;#FF66CC
Polymaker;PLA;PolyTerra;Candy;
Polymaker;PLA;PolyTerra;Army Purple;#8E24AA
Polymaker;PLA;PolyTerra;Lavender Purple;#8E24AA
Polymaker;PLA;PolyTerra;Muted Purple;#8E24AA
Polymaker;PLA;PolyTerra;Electric Indigo;
Polymaker;PLA;PolyTerra;Periwinkle;
Polymaker;PLA;PolyTerra;Army Dark Green;#43A047
Polymaker;PLA;PolyTerra;Muted Green;#43A047
Polymaker;PLA;PolyTerra;Lime Green;#43A047
Polymaker;PLA;PolyTerra;Army Light Green;#43A047
Polymaker;PLA;PolyTerra;Forrest Green;#43A047
Polymaker;PLA;PolyTerra;Mint ;
Polymaker;PLA;PolyTerra;Arctic Teal;
Polymaker;PLA;PolyTerra;Ice ;
Polymaker;PLA;PolyTerra;Sapphire Blue;#1E88E5
Polymaker;PLA;PolyTerra;Muted Blue;#1E88E5
Polymaker;PLA;PolyTerra;Army Blue;#1E88E5
Polymaker;PLA;PolyTerra;Marble Slate Grey;#9E9E9E
Polymaker;PLA;PolyTerra;Marble Limestone;
Polymaker;PLA;PolyTerra;Fossil Grey;#9E9E9E
Polymaker;PLA;PolyTerra;Ash Grey;#9E9E9E
Polymaker;PLA;PolyTerra;Charcoal Black;#000000
Polymaker;PLA;Matte Panchroma;Charcoal Black;#000000
Polymaker;PLA;Matte Panchroma;Cotton White;#FFFFFF
Polymaker;PLA;Matte Panchroma;Muted White;#FFFFFF
Polymaker;PLA;Matte Panchroma;Earth Brown;#6D4C41
Polymaker;PLA;Matte Panchroma;Army Brown;#6D4C41
Polymaker;PLA;Matte Panchroma;Pastel Banana;
Polymaker;PLA;Matte Panchroma;Savannah Yellow;#FDD835
Polymaker;PLA;Matte Panchroma;Army Dark Green;#43A047
Polymaker;PLA;Matte Panchroma;Pastel Mint;
Polymaker;PLA;Matte Panchroma;Muted Green;#43A047
Polymaker;PLA;Matte Panchroma;Forest Green;#43A047
Polymaker;PLA;Matte Panchroma;Arctic Teal;
Polymaker;PLA;Matte Panchroma;Sky Blue;#1E88E5
Polymaker;PLA;Matte Panchroma;Sapphire Blue;#1E88E5
Polymaker;PLA;Matte Panchroma;Army Blue;#1E88E5
Polymaker;PLA;Matte Panchroma;Muted Blue;#1E88E5
Polymaker;PLA;Matte Panchroma;Fossil Grey;#9E9E9E
Polymaker;PLA;Matte Panchroma;Lavender Purple;#8E24AA
Polymaker;PLA;Matte Panchroma;Muted Purple;#8E24AA
Polymaker;PLA;Matte Panchroma;Pastel Candy;
Polymaker;PLA;Matte Panchroma;Sakura Pink;#FF66CC
Polymaker;PLA;Matte Panchroma;Lava Red;#E53935
Polymaker;PLA;Matte Panchroma;Army Red;#E53935
Polymaker;PLA;Matte Panchroma;Muted Red;#E53935
Polymaker;PLA;Matte Panchroma;Army Purple;#8E24AA
Polymaker;PLA;Matte Panchroma;Ash Grey;#9E9E9E
Polymaker;PLA;Matte Panchroma;Electric Indigo;
Polymaker;PLA;Matte Panchroma;Pastel Periwinkle;
Polymaker;PLA;Matte Panchroma;Lotus Pink;#FF66CC
Polymaker;PPS;GF20 Fiberon;Grau;#9E9E9E
Polymaker;ASA;CF08 Fiberon;Schwarz;#000000
Polymaker;ASA;CF08 Fiberon;Hellgrau;#9E9E9E
Polymaker;ASA;CF08 Fiberon;Dunkelgrau;#9E9E9E
Polymaker;ASA;CF08 Fiberon;Dunkelrot;#E53935
Polymaker;ASA;CF08 Fiberon;Marineblau;#1E88E5
Polymaker;ASA;CF08 Fiberon;Sand;
Polymaker;CoPe;Panchroma;Schwarz;#000000
Polymaker;CoPe;Panchroma;Weiß;#FFFFFF
Polymaker;CoPe;Panchroma;Stahlgrau;#9E9E9E
Polymaker;CoPe;Panchroma;Braun;#6D4C41
Polymaker;CoPe;Panchroma;Rot;#E53935
Polymaker;CoPe;Panchroma;Blau;#1E88E5
Polymaker;CoPe;Panchroma;Lila;#8E24AA
Polymaker;CoPe;Panchroma;Grün;#43A047
Polymaker;CoPe;Panchroma;Gelb;#FDD835
Polymaker;CoPe;Panchroma;Orange;#FB8C00
Polymaker;CoPe;Panchroma;Grau;#9E9E9E
Polymaker;CoPe;Panchroma;Türkis;
Polymaker;PLA;LW Polylite;Whiteselected;#FFFFFF
Polymaker;PLA;LW Polylite;Bright Yellow;#FDD835
Polymaker;PLA;LW Polylite;Wood Brown;#6D4C41
Polymaker;PLA;LW Polylite;Bright Orange;#FB8C00
Polymaker;PLA;LW Polylite;Bright Green;#43A047
Polymaker;PLA;LW Polylite;Grey;#9E9E9E
Polymaker;PLA;LW Polylite;Black;#000000
Polymaker;PETG;Polylite;Teal;
Polymaker;PETG;Polylite;Lime;
Polymaker;PETG;Polylite;Electric Blue;#1E88E5
Polymaker;PETG;Polylite;DARK GREY;#9E9E9E
Polymaker;PETG;Polylite;Dark Blue;#1E88E5
Polymaker;PETG;Polylite;Dark Purple;#8E24AA
Polymaker;PETG;Polylite;Dark Green;#43A047
Polymaker;PETG;Polylite;Weiß;#FFFFFF
Polymaker;PETG;Polylite;Gelb;#FDD835
Polymaker;PETG;Polylite;Gold;#D4AF37
Polymaker;PETG;Polylite;Schwarz;#000000
Polymaker;PETG;Polylite;Grau;#9E9E9E
Polymaker;PETG;Polylite;Silver;#C0C0C0
Polymaker;PETG;Polylite;Grün;#43A047
Polymaker;PETG;Polylite;Rot;#E53935
Polymaker;PETG;Polylite;Orange;#FB8C00
Polymaker;PETG;Polylite;Blau;#1E88E5
Polymaker;PETG;Polylite;Lila;#8E24AA
Polymaker;PETG;Polylite;Magenta;
Polymaker;PETG;Polylite;Transparent;
Polymaker;PLA;Polylite;Cream;
Polymaker;PLA;Polylite;Jungle Green;#43A047
Polymaker;PLA;Polylite;Beige;#F5F5DC
Polymaker;PLA;Polylite;Olive Green;#43A047
Polymaker;PLA;Polylite;Teal;
Polymaker;PLA;Polylite;Dark Gray Green;#43A047
Polymaker;PLA;Polylite;Azure Blue;#1E88E5
Polymaker;PLA;Polylite;Cold White;#FFFFFF
Polymaker;PLA;Polylite;Steel Grey;#9E9E9E
Polymaker;PLA;Polylite;Stone Blue;#1E88E5
Polymaker;PLA;Polylite;Weiß;#FFFFFF
Polymaker;PLA;Polylite;Natural;
Polymaker;PLA;Polylite;Gelb;#FDD835
Polymaker;PLA;Polylite;Schwarz;#000000
Polymaker;PLA;Polylite;Grau;#9E9E9E
Polymaker;PLA;Polylite;Grün;#43A047
Polymaker;PLA;Polylite;Rot;#E53935
Polymaker;PLA;Polylite;Orange;#FB8C00
Polymaker;PLA;Polylite;Blau;#1E88E5
Polymaker;PLA;Polylite;Sky Blue;#1E88E5
Polymaker;PLA;Polylite;Lila;#8E24AA
Polymaker;PLA;Polylite;Braun;#6D4C41
Polymaker;PLA;Polylite;Magenta;
Polymaker;ABS+;Polylite;Teal;
Polymaker;ABS+;Polylite;DARK GREY;#9E9E9E
Polymaker;ABS+;Polylite;Light Blue;#1E88E5
Polymaker;ABS+;Polylite;Weiß;#FFFFFF
Polymaker;ABS+;Polylite;Gelb;#FDD835
Polymaker;ABS+;Polylite;Schwarz;#000000
Polymaker;ABS+;Polylite;Grau;#9E9E9E
Polymaker;ABS+;Polylite;Grün;#43A047
Polymaker;ABS+;Polylite;Rot;#E53935
Polymaker;ABS+;Polylite;Orange;#FB8C00
Polymaker;ABS+;Polylite;Blau;#1E88E5
Polymaker;ABS+;Polylite;Lila;#8E24AA
Amazon Basics;PLA;;Blau;#1E88E5
Amazon Basics;PLA;;Braun;#6D4C41
Amazon Basics;PLA;;Dunkelblau;#1E88E5
Amazon Basics;PLA;;Dunkelgrau;#9E9E9E
Amazon Basics;PLA;;Transparent;
Amazon Basics;PLA;;Transparent Rot;#E53935
Amazon Basics;PLA;;Neonorange;#FB8C00
Amazon Basics;PLA;;Gelb;#FDD835
Amazon Basics;PLA;;Goldfarben;#D4AF37
Amazon Basics;PLA;;Hellgrau;#9E9E9E
Amazon Basics;PLA;;Knallgrün;#43A047
Amazon Basics;PLA;;Leuchtend;
Amazon Basics;PLA;;Neongrün;#43A047
Amazon Basics;PLA;;Silber;
Amazon Basics;PLA;;Violett;
Amazon Basics;PLA;;Orange;#FB8C00
Amazon Basics;PLA;;Perlweiß;#FFFFFF
Amazon Basics;PLA;;Weiß;#FFFFFF
Amazon Basics;PLA;;Rosa;#FF66CC
Amazon Basics;PLA;;Rot;#E53935
Amazon Basics;PLA;;Schwarz;#000000
Amazon Basics;ABS+;;Blau;#1E88E5
Amazon Basics;ABS+;;Rot;#E53935
Amazon Basics;ABS+;;Schwarz;#000000
Amazon Basics;ABS+;;Weiß;#FFFFFF
Amazon Basics;PETG;;Blau;#1E88E5
Amazon Basics;PETG;;Transparent;
